employee_id,employee_name,department,course_name,assigned_date,due_date,completion_date,status
1006,Rekha Banerjee,IT,Communication Skills,2025-05-24,2025-06-17,2025-06-05,Completed
1169,Ananya Desai,IT,Workplace Safety,2025-09-01,2025-09-28,2025-09-03,Completed
1316,Diya Kumar,Finance,SQL Fundamentals,2025-10-28,2025-11-21,2025-11-07,Completed
1125,Diya Bhat,IT,Customer Service Excellence,2025-06-20,2025-07-18,2025-06-30,Completed
1067,Meera Sinha,IT,Project Management,2025-07-15,2025-08-25,2025-07-26,Completed
1261,Kiran Singh,Finance,Communication Skills,2026-01-15,2026-02-08,2026-01-22,Completed
1289,Arun Gupta,HR,Excel for Business,2025-06-27,2025-08-04,2025-07-04,Completed
1276,Tanya Desai,Sales,SQL Fundamentals,2025-12-05,2025-12-25,,Pending
1008,Sai Pillai,Operations,Leadership Fundamentals,2025-09-13,2025-10-15,2025-09-26,Completed
1143,Vihaan Kumar,Sales,Leadership Fundamentals,2025-06-29,2025-07-23,,Pending
1117,Pranav Kumar,Operations,Workplace Safety,2026-01-31,2026-02-13,2026-02-04,Completed
1230,Shruti Banerjee,Finance,SQL Fundamentals,2025-10-11,2025-11-07,2025-10-17,Completed
1053,Ishaan Sinha,Marketing,Data Security Awareness,2025-05-16,2025-06-03,2025-05-24,Completed
1158,Deepak Joshi,Operations,SQL Fundamentals,2026-02-19,2026-03-08,,Pending
1349,Aarav Ghosh,Sales,Anti-Harassment Training,2025-11-17,2025-12-13,2025-11-18,Completed
1300,Tanya Mukherjee,IT,SQL Fundamentals,2026-01-20,2026-02-20,2026-01-30,Completed
1258,Aadhya Das,Finance,Project Management,2025-08-31,2025-10-07,,PENDING
1235,Sachin Rao,IT,Python Basics,08/11/2025,2025-12-21,,Pending
1111,Priya Modi,HR,Project Management,2025-05-15,2025-06-21,2025-05-28,Completed
1020,Neha Nair,HR,Customer Service Excellence,2025-10-23,2025-11-09,,Completd
1194,Suresh Iyer,Finance,Data Security Awareness,2025-10-06,2025-11-04,,Pending
1216,Deepak Saxena,IT,Data Security Awareness,2026-01-11,2026-02-03,2026-01-21,pending
1064,Gaurav Singh,HR,Python Basics,2025-04-15,2025-05-13,2025-04-24,Completed
1022,Gaurav Sinha,IT,SQL Fundamentals,2025-10-18,2025-11-24,2025-10-28,Completed
1277,Swati Banerjee,Operations,Communication Skills,2025-10-24,2025-11-19,2025-10-30,Completed
1189,Divya Banerjee,Sales,Excel for Business,2025-06-27,2025-07-29,2025-07-10,Completed
1306,Kavya Banerjee,Marketing,Customer Service Excellence,2025-10-13,2025-11-06,,Pending
1132,Anjali Modi,IT,Anti-Harassment Training,2025-08-25,2025-09-24,2025-08-26,Completed
1260,Aditya Chopra,IT,Data Security Awareness,2025-05-06,2025-06-07,2025-05-12,Completed
1249,Rekha Malhotra,Marketing,Leadership Fundamentals,2025-11-09,2025-11-28,2025-11-11,pending
1222,Sneha Mehta,Sales,Communication Skills,2025-11-19,2025-12-25,,pending
1025,Neha Gupta,Sales,Communication Skills,2026-02-13,2026-03-04,2026-02-19,Completed
1308,Neha Saxena,HR,Communication Skills,2026-01-07,2026-02-04,2026-01-16,Completed
1140,Riya Pillai,Marketing,Excel for Business,2025-07-04,2025-08-03,2025-07-18,Completed
1328,Tanya Patel,Finance,SQL Fundamentals,2025-12-11,2026-01-20,2025-12-17,Completed
1214,Aadhya Mishra,IT,Customer Service Excellence,2025-08-15,2025-09-10,,PENDING
1005,Nandini Gupta,IT,SQL Fundamentals,2025-10-04,2025-10-22,,Pending
1187,Nitin Sinha,,SQL Fundamentals,2025-12-03,2026-01-11,2025-12-10,Completed
1225,Gaurav Banerjee,HR,SQL Fundamentals,2025-12-02,2026-01-10,2025-12-13,Completed
1059,Krishna Trivedi,IT,Customer Service Excellence,2025-08-21,2025-09-17,2025-08-23,Completed
1309,Sachin Sen,Operations,Customer Service Excellence,2026-02-06,2026-02-21,2026-02-10,Completed
1089,Sai Trivedi,Operations,Workplace Safety,2026-02-18,2026-03-17,2026-02-22,Completed
1301,Kiran Sharma,IT,Python Basics,2026-02-07,2026-03-01,,Pending
1141,Vihaan Kumar,Marketing,Customer Service Excellence,2025-04-05,2025-05-03,2025-04-10,Completed
1191,Ayaan Singh,IT,Leadership Fundamentals,2026-01-18,2026-02-25,2026-01-28,Completed
1024,Arun Rao,HR,Project Management,2025-08-28,2025-09-25,2025-09-08,Completed
1149,Nandini Chopra,IT,SQL Fundamentals,2025-09-02,2025-10-12,,Pending
1151,Manish Chopra,Marketing,Python Basics,2025-05-01,2025-06-11,2025-05-16,Completed
1261,Kiran Singh,Finance,Anti-Harassment Training,2026-01-18,2026-01-28,2026-01-21,Completed
1301,Kiran Sharma,IT,Python Basics,2026-02-13,2026-03-06,2026-02-24,Completed
1313,Deepak Patel,IT,Workplace Safety,2025-06-03,2025-06-29,2025-06-07,Completed
1005,Nandini Gupta,IT,Python Basics,2025-08-07,2025-09-01,2025-08-21,Completed
1315,Krishna Shah,Operations,Python Basics,2025-08-09,2025-08-30,,Pending
1157,Priya Sinha,Finance,SQL Fundamentals,2025-06-28,2025-08-02,,Pending
1013,Rekha Bhat,Operations,Leadership Fundamentals,2025-10-06,2025-10-26,2025-10-16,Completed
1311,Sunita Joshi,Sales,Excel for Business,2025-12-04,2025-12-26,,Pending
1240,Varun Kulkarni,IT,Data Security Awareness,2025-09-22,2025-10-06,,Pending
1247,Pooja Kulkarni,Sales,SQL Fundamentals,2025-06-17,2025-07-19,,Pending
1065,Neha Mukherjee,,Communication Skills,2025-10-13,2025-11-03,2025-10-19,Completed
1247,Pooja Kulkarni,Sales,Anti-Harassment Training,2025-07-16,2025-08-12,2025-07-18,Completed
1015,Varun Banerjee,IT,Project Management,2025-04-27,2025-06-05,2025-05-07,Completed
1279,Ananya Modi,Finance,Workplace Safety,2025-04-26,2025-05-11,2025-04-30,Completed
1196,Aditya Deshpande,HR,Leadership Fundamentals,2025-09-01,2025-10-01,2025-09-10,Completed
1152,Rekha Reddy,I.T.,Customer Service Excellence,2025-07-28,2025-08-22,2025-07-31,Completed
1080,Ishaan Pandey,IT,Communication Skills,2025-11-28,2025-12-20,2025-12-05,Completed
1217,Kavya Singh,HR,Communication Skills,2025-04-06,2025-04-29,,Pending
1053,Ishaan Sinha,Marketing,Leadership Fundamentals,2025-10-12,2025-11-17,2025-10-20,Completed
1097,Rajesh Desai,Sales,Customer Service Excellence,2025-04-21,2025-05-07,,Pending
1315,Krishna Shah,Operations,Project Management,2025-11-07,2025-12-15,,Pending
1220,Nandini Saxena,Operations,Python Basics,2025-09-18,2025-10-17,2025-10-01,Completed
1132,Anjali Modi,IT,Workplace Safety,2025-08-08,2025-09-07,2025-08-14,Completed
1181,Rohit Trivedi,HR,Leadership Fundamentals,2025-08-01,2025-09-08,2025-08-08,Completed
1021,Vikram Tiwari,Finance,Excel for Business,2025-12-22,2026-01-18,2025-12-31,Completed
1121,Reyansh Chopra,Operations,Anti-Harassment Training,2025-09-07,2025-10-03,2025-09-11,Completed
1321,Kavya Ghosh,Sales,Data Security Awareness,2025-05-04,2025-05-16,2025-05-07,Completed
1139,Ishaan Das,HR,Customer Service Excellence,2025-05-23,2025-06-26,2025-05-29,Completed
1068,Divya Sharma,Operations,Excel for Business,2025-08-23,2025-09-17,2025-08-30,Completed
1206,Jyoti Saxena,IT,Data Security Awareness,2026-02-11,2026-02-25,2026-02-20,Completed
1251,Rajesh Pillai,HR,SQL Fundamentals,2025-07-20,2025-08-25,2025-07-31,Completed
1309,Sachin Sen,Operations,Workplace Safety,2025-05-14,2025-06-12,2025-05-15,Completed
1200,Sachin Nair,Operations,SQL Fundamentals,2025-07-03,2025-07-23,,Pending
1044,Nitin Mishra,Marketing,Python Basics,2025-08-28,2025-10-02,,Pending
1311,Sunita Joshi,Sales,Workplace Safety,2026-02-21,2026-03-17,,Pending
1020,Neha Nair,HR,Python Basics,2025-11-04,2025-12-17,,Pending
1311,Sunita Joshi,Sales,Project Management,2025-08-09,2025-09-02,,Pending
1229,Sneha Reddy,Operations,Python Basics,2025-05-01,2025-06-03,2025-05-19,Completed
1032,Sai Mishra,IT,Data Security Awareness,2025-08-10,2025-08-30,2025-08-16,Completed
1154,Mohan Malhotra,Sales,Workplace Safety,2025-12-07,2025-12-23,2025-12-08,PENDING
1105,Aadhya Singh,Marketing,Anti-Harassment Training,2026-02-24,2026-03-20,2026-02-26,Completed
1322,Sneha Gupta,Finance,Customer Service Excellence,2025-11-06,2025-11-25,2025-11-11,Completed
1069,Nandini Rao,IT,Workplace Safety,2025-11-12,2025-12-14,2025-11-13,Completed
1045,Nandini Malhotra,HR,Data Security Awareness,2025-05-07,2025-05-21,2025-05-16,Completed
1046,Harish Kumar,Finance,Python Basics,2025-11-14,2025-12-05,,Pending
1122,Myra Das,Operations,Anti-Harassment Training,2026-02-21,2026-03-02,,Pending
1326,Pallavi Singh,Operations,Communication Skills,2025-08-14,2025-09-01,,Pending
1007,Aditya Patel,IT,Communication Skills,2026-01-19,2026-02-02,2026-01-31,Completed
1048,Rahul Sen,Sales,Leadership Fundamentals,2025-11-30,2025-12-28,2025-12-02,Completed
1003,Priya Mishra,Operations,Workplace Safety,2026-01-01,2026-01-18,2026-01-06,Completed
1224,Aditya Nair,HR,Leadership Fundamentals,2025-06-01,2025-07-04,2025-06-11,Completed
1034,Kavya Shah,Marketing,Project Management,2025-09-17,2025-10-27,2025-09-25,Completed
1342,Arjun Chopra,Sales,Data Security Awareness,2026-02-17,2026-03-21,2026-02-18,Completed
1048,Rahul Sen,Sales,Customer Service Excellence,2025-09-21,2025-10-06,,Pending
1165,Rohit Sinha,IT,Python Basics,2025-07-12,2025-08-07,2025-07-28,Completed
1150,Deepak Rao,HR,Communication Skills,2025-07-06,2025-07-29,2025-07-15,Completed
1258,Aadhya Das,Finance,Workplace Safety,2026-02-16,2026-03-20,2026-02-24,Completed
1054,Krishna Chopra,Operations,Workplace Safety,2026-02-17,2026-03-13,2026-02-18,Completed
1268,Tanya Nair,Finance,Anti-Harassment Training,2025-04-18,2025-05-03,2025-04-19,Completed
1303,Tanya Mukherjee,Sales,SQL Fundamentals,2025-07-31,2025-09-01,2025-08-10,Completed
1276,Tanya Desai,Sales,Customer Service Excellence,2026-02-23,2026-03-17,2026-02-26,Completed
1126,Sunita Chopra,sales,Leadership Fundamentals,2025-04-08,2025-04-24,2025-04-18,Completed
1079,Nitin Das,HR,Project Management,2025-04-21,2025-05-22,2025-04-30,Completed
1314,Sai Banerjee,Marketing,Customer Service Excellence,2025-11-20,2025-12-24,,Pending
1008,Sai Pillai,Operations,Customer Service Excellence,2025-06-15,2025-07-21,2025-06-22,Completed
1034,Kavya Shah,Marketing,Workplace Safety,2025-04-18,2025-05-21,2025-04-24,Completed
1350,Anjali Nair,Finance,Data Security Awareness,2025-11-27,2025-12-28,2025-11-30,Completed
1290,Krishna Iyer,Finance,Anti-Harassment Training,2025-04-07,2025-04-21,2025-04-11,Completed
1192,Varun Iyer,Operations,Python Basics,19/05/2025,2025-06-23,2025-06-01,Completed
1317,Sneha Mukherjee,Sales,SQL Fundamentals,2025-05-02,2025-05-22,2025-05-08,Completed
1122,Myra Das,Operations,SQL Fundamentals,2026-02-09,2026-03-05,2026-02-16,Completed
1179,Shruti Saxena,Marketing,Excel for Business,2025-11-04,2025-12-01,,Pending
1035,Nitin Pandey,Marketing,Communication Skills,2025-09-13,2025-09-30,,Pending
1308,Neha Saxena,HR,SQL Fundamentals,2026-01-04,2026-01-25,2026-01-10,Completed
1139,Ishaan Das,HR,Excel for Business,2025-04-23,2025-05-28,2025-05-04,Completed
1028,Manish Das,Sales,Workplace Safety,2025-05-31,2025-06-18,2025-06-02,Completed
1106,Aditya Saxena,IT,Communication Skills,2025-06-25,2025-07-31,2025-06-30,Completed
1095,Shruti Deshpande,Operations,Anti-Harassment Training,2025-11-10,2025-11-26,,Pending
1243,Sachin Mukherjee,Marketing,Data Security Awareness,2025-06-07,2025-06-22,2025-06-14,Completed
1028,Manish Das,Sales,SQL Fundamentals,2025-10-09,2025-10-31,2025-10-26,Completed
1085,Ayaan Pandey,HR,Leadership Fundamentals,2025-05-11,2025-05-26,2025-05-22,Completed
1187,Nitin Sinha,Operations,Workplace Safety,2026-01-28,2026-02-16,2026-01-29,Completed
1262,Sunita Ghosh,Marketing,Leadership Fundamentals,2025-06-03,2025-06-24,2025-06-08,Completed
1150,Deepak Rao,HR,Python Basics,2025-12-23,2026-01-27,2026-01-03,Completed
1070,Nandini Bhat,Marketing,Anti-Harassment Training,2026-02-06,2026-03-09,2026-02-07,Completed
1212,Myra Shah,Finance,Anti-Harassment Training,2025-12-11,2026-01-08,,Pending
1255,Riya Saxena,IT,Python Basics,2025-09-25,2025-10-29,2025-10-07,Completed
1266,Priya Iyer,Operations,Excel for Business,2025-07-07,2025-07-27,,Pending
1127,Arjun Desai,Operations,Workplace Safety,2026-02-10,2026-03-03,,Pending
1215,Vivaan Das,Finance,Customer Service Excellence,2025-12-15,2026-01-04,2025-12-22,Completed
1003,Priya Mishra,Operations,Excel for Business,2025-08-19,2025-09-06,2025-08-28,Completed
1198,Vikram Pillai,Operations,Anti-Harassment Training,2025-11-28,2025-12-22,2025-11-29,Completed
1052,Deepak Shah,Operations,Data Security Awareness,2025-04-27,2025-05-29,2025-05-01,Completed
1191,Ayaan Singh,IT,Excel for Business,2025-11-08,2025-12-03,2025-11-20,Completed
1132,Anjali Modi,IT,Leadership Fundamentals,2025-04-22,2025-05-10,,Pending
1075,Pranav Sinha,Finance,Customer Service Excellence,2025-06-29,2025-07-17,,Pending
1071,Harish Saxena,Operations,Leadership Fundamentals,2025-12-19,2026-01-06,2025-12-25,Completed
1270,Aadhya Mehta,HR,Excel for Business,2025-11-13,2025-12-18,2025-11-27,Completed
1255,Riya Saxena,IT,Communication Skills,2025-07-10,2025-08-16,2025-07-18,Completed
1121,Reyansh Chopra,Operations,Project Management,2025-07-26,2025-08-17,2025-08-04,Completed
1006,Rekha Banerjee,IT,Workplace Safety,2025-07-30,2025-09-01,2025-08-05,Completed
1073,Lakshmi Verma,IT,Excel for Business,2025-10-09,2025-11-02,2025-10-23,Completed
1335,Harish Pandey,IT,SQL Fundamentals,2025-12-04,2025-12-22,,Pending
1160,Sunita Malhotra,Operations,Anti-Harassment Training,2025-07-19,2025-08-16,2025-07-20,Completed
1207,Mohan Chopra,IT,Communication Skills,2025-10-08,2025-10-26,2025-10-17,Completed
1147,Diya Singh,Finance,Excel for Business,2026-02-17,2026-03-17,,Pending
1090,Arjun Joshi,Sales,Excel for Business,2025-09-18,2025-10-09,2025-09-23,Completed
1299,Neha Patel,Finance,SQL Fundamentals,2025-04-30,2025-05-25,2025-05-09,Completed
1295,Mohan Saxena,IT,Leadership Fundamentals,2025-11-20,2025-12-18,2025-11-28,Completed
1054,Krishna Chopra,Operations,Project Management,2025-07-21,2025-08-18,2025-07-30,Completed
1020,Neha Nair,HR,SQL Fundamentals,2025-06-26,2025-07-31,,Pending
1211,Kiran Mishra,Sales,Excel for Business,2025-05-14,2025-06-13,,Pending
1050,Sara Malhotra,IT,Leadership Fundamentals,2025-07-19,2025-08-21,2025-07-24,Completed
1326,Pallavi Singh,Operations,Leadership Fundamentals,20/08/2025,2025-09-04,,Pending
1331,Priya Joshi,HR,Excel for Business,2025-08-04,2025-08-31,2025-08-05,Completed
1003,Priya Mishra,Operations,Excel for Business,2026-01-27,2026-02-17,,Pending
1177,Kavya Kulkarni,Finance,Data Security Awareness,2025-10-30,2025-11-12,2025-11-04,Completed
1217,Kavya Singh,HR,Leadership Fundamentals,2025-12-14,2025-12-30,2025-12-21,Completed
1257,Nandini Deshpande,Marketing,Communication Skills,2025-12-01,2026-01-06,,Pending
1103,Aarav Singh,HR,Leadership Fundamentals,2025-12-09,2025-12-31,2025-12-17,Completed
1213,Vikram Deshpande,Finance,Data Security Awareness,2025-10-25,2025-11-12,2025-11-01,Completed
1055,Jyoti Sinha,Finance,Python Basics,2025-07-31,2025-09-10,,Pending
1111,Priya Modi,HR,Data Security Awareness,2025-12-01,2026-01-03,2025-12-03,Completed
1107,Arjun Chopra,Sales,Leadership Fundamentals,2026-01-17,2026-02-24,,Pendig
1072,Ayaan Kulkarni,IT,Leadership Fundamentals,2025-11-23,2025-12-12,,Pending
1104,Shruti Kumar,Sales,Communication Skills,2025-07-03,2025-07-28,,Pending
1235,Sachin Rao,IT,Data Security Awareness,2026-02-15,2026-03-01,2026-02-20,Completed
1321,Kavya Ghosh,Sales,Project Management,2025-12-27,2026-01-16,2026-01-09,Completed
1334,Sunita Sinha,IT,Python Basics,2026-02-07,2026-03-17,2026-02-21,Completed
1053,Ishaan Sinha,Marketing,Excel for Business,2025-05-11,2025-06-16,,Pending
1261,Kiran Singh,Finance,Data Security Awareness,2025-12-19,2026-01-21,2025-12-26,Completed
1149,Nandini Chopra,IT,Data Security Awareness,2025-05-26,2025-06-19,2025-05-30,Completed
1115,Vikram Banerjee,Finance,SQL Fundamentals,2025-04-20,2025-05-18,2025-05-05,Completed
1284,Nitin Chopra,IT,Customer Service Excellence,2025-05-04,2025-06-03,2025-05-14,Completed
1167,Arjun Chopra,HR,Excel for Business,2025-06-09,2025-07-06,2025-06-21,Completed
1251,Rajesh Pillai,HR,Workplace Safety,2025-11-30,2026-01-02,,Pending
1080,Ishaan Pandey,IT,SQL Fundamentals,2025-07-16,2025-08-25,,Pending
1225,Gaurav Banerjee,Human Resources,Project Management,2025-09-27,2025-10-24,2025-10-07,Completed
1098,Ayaan Chopra,Sales,Communication Skills,2025-08-19,2025-09-03,2025-08-27,Completed
1347,Sachin Pandey,Finance,Project Management,2025-11-17,2025-12-21,2025-11-29,Completed
1192,Varun Iyer,Operations,Workplace Safety,2025-11-26,2025-12-28,2025-11-30,Completed
1291,Aadhya Mukherjee,IT,Customer Service Excellence,2025-08-27,2025-09-23,2025-08-29,Completed
1084,Anjali Patel,IT,Workplace Safety,2025-07-05,2025-07-29,2025-07-08,Completed
1178,Gaurav Pillai,Sales,Communication Skills,2025-06-30,2025-07-23,,Pending
1223,Rekha Sinha,IT,Workplace Safety,2025-05-25,2025-06-09,2025-06-01,Completed
1288,Amit Malhotra,Sales,Anti-Harassment Training,2025-12-10,2025-12-23,,Pending
1350,Anjali Nair,Finance,Customer Service Excellence,2026-02-15,2026-02-28,2026-02-18,Completed
1187,Nitin Sinha,Operations,Customer Service Excellence,2025-06-06,2025-07-04,2025-06-09,Completed
1102,Rekha Mishra,Finance,Leadership Fundamentals,2026-02-24,2026-03-11,2026-03-09,Completed
1030,Aditya Mishra,IT,Workplace Safety,2025-04-11,2025-04-28,,Pending
1309,Sachin Sen,Operations,Customer Service Excellence,2026-02-24,2026-03-19,2026-03-03,Completed
1072,Ayaan Kulkarni,IT,Project Management,2026-02-24,2026-03-25,2026-03-09,Completed
1291,Aadhya Mukherjee,IT,Customer Service Excellence,2026-01-05,2026-02-01,2026-01-15,Completed
1177,Kavya Kulkarni,Finance,SQL Fundamentals,2025-06-06,2025-07-02,2025-06-13,Completed
1327,Harish Reddy,Sales,Python Basics,2025-07-25,2025-08-30,2025-08-10,pending
1305,Anjali Mishra,Operations,Python Basics,2025-04-24,2025-05-19,2025-05-10,Completed
1022,Gaurav Sinha,IT,Leadership Fundamentals,2025-06-24,2025-07-28,,Pending
1251,Rajesh Pillai,HR,Customer Service Excellence,2025-08-24,2025-09-11,,Pending
1107,Arjun Chopra,Sales,Anti-Harassment Training,2025-06-21,2025-07-07,2025-06-28,Completed
1150,Deepak Rao,HR,Project Management,2026-01-19,2026-02-11,2026-01-28,Completed
1247,Pooja Kulkarni,Sales,Project Management,2025-07-03,2025-07-28,2025-07-20,PENDING
1294,Arjun Ghosh,HR,Data Security Awareness,2025-09-09,2025-10-02,2025-09-13,Completed
1023,Aditya Shah,HR,Leadership Fundamentals,2026-01-01,2026-01-21,2026-01-10,Completed
1074,Sunita Sharma,Operations,Workplace Safety,2025-04-12,2025-05-04,,Pending
1109,Sara Joshi,IT,Anti-Harassment Training,2025-11-20,2025-12-09,2025-11-24,Completed
1034,Kavya Shah,Marketing,Customer Service Excellence,2025-12-15,2026-01-07,2025-12-21,Completed
1157,Priya Sinha,Finance,Python Basics,2025-11-28,2025-12-28,,Pending
1193,Arun Reddy,Marketing,SQL Fundamentals,2025-06-14,2025-07-19,,Pending
1003,Priya Mishra,Operations,Leadership Fundamentals,2025-09-20,2025-10-27,2025-09-29,Completed
1050,Sara Malhotra,IT,Leadership Fundamentals,2025-04-20,2025-05-09,2025-04-28,Completed
1171,Swati Sharma,Finance,Workplace Safety,04/09/2025,2025-09-14,2025-09-09,Completed
1128,Divya Nair,Operations,Excel for Business,2025-11-14,2025-12-12,2025-11-22,Completed
1248,Sara Banerjee,Marketing,Data Security Awareness,2026-02-05,2026-03-09,2026-02-15,Completed
1076,Rohit Mehta,Operations,Customer Service Excellence,2025-07-22,2025-08-12,2025-07-30,Completed
1029,Shruti Singh,Finance,Workplace Safety,2025-12-31,2026-01-24,2026-01-01,Completed
1317,Sneha Mukherjee,Sales,Workplace Safety,2025-12-18,2026-01-09,2025-12-22,Completed
1116,Mohan Shah,Operations,Project Management,2026-02-02,2026-03-12,2026-02-11,Completed
1284,Nitin Chopra,IT,Data Security Awareness,2025-10-01,2025-10-25,2025-10-03,Completed
1078,Nitin Deshpande,IT,Communication Skills,2025-10-06,2025-11-01,2025-10-13,Completed
1096,Deepak Pandey,Sales,Python Basics,2025-09-23,2025-10-25,2025-10-05,Completed
1275,Sachin Malhotra,Sales,Leadership Fundamentals,2026-01-12,2026-01-29,2026-01-15,Completed
1218,Harish Bhat,Operations,Leadership Fundamentals,2025-10-29,2025-11-27,2025-11-03,Completed
1253,Jyoti Verma,Operations,Communication Skills,2025-10-29,2025-11-16,,Pending
1105,Aadhya Singh,,SQL Fundamentals,2025-05-14,2025-06-04,2025-05-23,Completed
1344,Nandini Rao,Sales,Leadership Fundamentals,2025-12-24,2026-01-18,2026-01-05,Completed
1012,Aadhya Desai,Marketing,SQL Fundamentals,2025-10-09,2025-10-28,2025-10-20,Completed
1297,Mohan Kumar,Operations,Python Basics,2025-10-29,2025-11-24,2025-11-11,Completed
1168,Suresh Kulkarni,IT,SQL Fundamentals,2025-06-09,2025-07-02,2025-06-20,Completed
1130,Sai Chopra,Sales,Communication Skills,2025-08-26,2025-09-26,2025-09-07,Completed
1252,Rohit Modi,Sales,Python Basics,2026-01-24,2026-02-23,2026-02-13,Completed
1324,Jyoti Kumar,HR,Leadership Fundamentals,2025-07-23,2025-08-07,,Pending
1073,Lakshmi Verma,IT,Anti-Harassment Training,2025-08-12,2025-08-30,,Pending
1246,Deepak Sharma,Marketing,Leadership Fundamentals,2025-06-02,2025-07-07,,Pending
1252,Rohit Modi,Sales,Python Basics,2025-10-30,2025-11-25,2025-11-11,Completed
1206,Jyoti Saxena,IT,Excel for Business,2025-04-14,2025-05-04,,Pending
1047,Aadhya Reddy,HR,Leadership Fundamentals,2025-05-04,2025-06-07,2025-05-15,Completed
1114,Sachin Banerjee,Operations,SQL Fundamentals,2025-12-02,2026-01-06,2025-12-13,Completed
1093,Sneha Banerjee,Operations,Python Basics,2026-02-15,2026-03-29,2026-02-27,Completed
1026,Divya Kulkarni,Operations,Workplace Safety,2025-10-08,2025-11-03,2025-10-11,Completed
1288,Amit Malhotra,Sales,Data Security Awareness,2025-08-10,2025-08-27,2025-08-17,Completed
1060,Sai Kumar,HR,Anti-Harassment Training,2025-09-10,2025-10-03,,Pending
1036,Ananya Pandey,Operations,Anti-Harassment Training,2025-09-29,2025-10-13,2025-10-05,Completed
1242,Myra Ghosh,Marketing,Project Management,2025-10-31,2025-12-09,,Pending
1204,Diya Ghosh,Operations,Project Management,2025-04-24,2025-05-22,2025-05-06,Completed
1125,Diya Bhat,IT,Workplace Safety,2025-12-19,2026-01-04,2025-12-20,Completed
1186,Harish Joshi,Finance,Anti-Harassment Training,2025-05-18,2025-06-15,2025-05-23,Completed
1278,Divya Desai,Finance,Customer Service Excellence,2025-09-12,2025-10-05,,Pending
1301,Kiran Sharma,IT,Python Basics,2025-08-16,2025-09-27,2025-08-25,Completed
1029,Shruti Singh,Finance,Project Management,2025-05-19,2025-06-24,2025-06-03,Completed
1082,Arun Sharma,Finance,Anti-Harassment Training,2025-04-06,2025-04-19,2025-04-07,Completed
1006,Rekha Banerjee,IT,Project Management,2025-12-04,2026-01-05,2025-12-11,Completed
1028,Manish Das,Sales,Anti-Harassment Training,2025-05-22,2025-06-06,2025-05-24,Completed
1346,Vikram Banerjee,Finance,Excel for Business,2025-07-05,2025-08-08,2025-07-12,Completed
1205,Vivaan Mehta,Finance,Customer Service Excellence,2025-12-28,2026-02-01,2026-01-07,Completed
1029,Shruti Singh,Finance,Workplace Safety,2025-10-30,2025-11-23,,Pending
1022,Gaurav Sinha,IT,Workplace Safety,2025-06-06,2025-06-16,2025-06-07,Completed
1132,Anjali Modi,IT,Python Basics,2025-10-02,2025-10-27,,Pending
1221,Vivaan Rao,Finance,SQL Fundamentals,2025-12-23,2026-01-19,2025-12-29,Completed
1281,Tanya Chopra,Operations,Python Basics,2025-04-14,2025-05-28,,Pending
1186,Harish Joshi,Finance,Excel for Business,2025-06-04,2025-07-13,2025-06-07,Completed
1004,Krishna Nair,Finance,Excel for Business,2025-09-04,2025-09-25,2025-09-08,Completed
1244,Nandini Mehta,Sales,Workplace Safety,2025-11-03,2025-12-05,2025-11-04,Completed
1207,Mohan Chopra,IT,Workplace Safety,2025-05-09,2025-05-19,2025-05-11,Completed
1175,Ayaan Nair,Finance,Communication Skills,2025-04-21,2025-05-11,2025-04-28,Completed
1177,Kavya Kulkarni,,Customer Service Excellence,2026-01-28,2026-02-11,2026-02-01,Completed
1309,Sachin Sen,Operations,Python Basics,2025-04-22,2025-05-15,2025-05-07,Completed
1115,Vikram Banerjee,Finance,Data Security Awareness,2025-05-19,2025-06-03,,Pending
1107,Arjun Chopra,Sales,Excel for Business,2026-01-25,2026-02-17,2026-02-07,Completed
1148,Gaurav Singh,Sales,Project Management,2025-04-14,2025-05-05,2025-04-24,Pendig
1002,Vivaan Bhat,Marketing,Python Basics,2026-01-21,2026-02-22,2026-02-01,Completed
1054,Krishna Chopra,Operations,Customer Service Excellence,2026-02-07,2026-02-27,2026-02-15,Completed
1157,Priya Sinha,Finance,Workplace Safety,2025-05-20,2025-06-17,2025-05-24,Completed
1239,Rahul Sen,Finance,Customer Service Excellence,2025-07-20,2025-08-24,2025-07-28,Completed
1122,Myra Das,Operations,Python Basics,2025-06-26,2025-08-03,2025-07-09,Completed
1102,Rekha Mishra,Finance,Workplace Safety,2025-07-18,2025-08-13,,Pending
1336,Ananya Rao,IT,Leadership Fundamentals,2025-10-04,2025-11-10,2025-10-13,Completed
1222,Sneha Mehta,Sales,Leadership Fundamentals,2025-05-24,2025-06-13,,Pending
1309,Sachin Sen,Operations,Communication Skills,2025-11-03,2025-11-23,2025-11-04,Completed
1106,Aditya Saxena,IT,Communication Skills,2025-05-27,2025-06-20,2025-06-09,Completed
1290,Krishna Iyer,Finance,Workplace Safety,2025-12-22,2026-01-05,2026-01-01,Completed
1289,Arun Gupta,,Project Management,2025-08-25,2025-09-30,2025-09-08,Completed
1232,Suresh Banerjee,Sales,Workplace Safety,2025-09-14,2025-10-09,2025-09-18,Completed
1300,Tanya Mukherjee,IT,Python Basics,2025-11-19,2025-12-29,,Pending
1067,Meera Sinha,IT,Leadership Fundamentals,2025-07-24,2025-08-25,2025-07-29,Completed
1174,Krishna Sinha,IT,Communication Skills,2025-07-05,2025-07-21,,Pending
1050,Sara Malhotra,IT,Leadership Fundamentals,2025-10-05,2025-10-25,2025-10-09,Completed
