employee_id,employee_name,department,course_name,assigned_date,due_date,completion_date,status,completion_time_days,is_overdue,assigned_month,days_allowed,completed_on_time
1057,Rekha Sen,IT,Project Management,2025-06-07,2025-07-04,,Pending,,True,2025-06,27,False
1022,Gaurav Sinha,IT,Leadership Fundamentals,2025-11-10,2025-12-12,2025-11-20,Completed,10.0,False,2025-11,32,True
1172,Sachin Deshpande,IT,Leadership Fundamentals,2025-07-06,2025-08-08,2025-07-09,Completed,3.0,False,2025-07,33,True
1010,Divya Das,Finance,Project Management,2025-09-12,2025-10-24,2025-09-26,Pending,,True,2025-09,42,False
1323,Kiran Patel,Finance,SQL Fundamentals,2026-01-08,2026-01-30,2026-01-25,Completed,17.0,False,2026-01,22,True
1004,Krishna Nair,Finance,Anti-Harassment Training,2025-11-16,2025-12-04,2025-11-18,Completed,2.0,False,2025-11,18,True
1139,Ishaan Das,HR,Customer Service Excellence,2025-10-04,2025-10-31,2025-10-10,Completed,6.0,False,2025-10,27,True
1135,Neha Sharma,Marketing,Customer Service Excellence,2025-10-11,2025-11-16,2025-10-16,Completed,5.0,False,2025-10,36,True
1074,Sunita Sharma,Operations,Data Security Awareness,2026-02-11,2026-03-06,2026-02-19,Completed,8.0,False,2026-02,23,True
1005,Nandini Gupta,IT,Excel for Business,2025-09-11,2025-10-21,2025-09-21,Completed,10.0,False,2025-09,40,True
1278,Divya Desai,Finance,Customer Service Excellence,2025-10-15,2025-11-03,2025-10-21,Completed,6.0,False,2025-10,19,True
1301,Kiran Sharma,IT,Leadership Fundamentals,2026-01-07,2026-01-26,2026-01-12,Completed,5.0,False,2026-01,19,True
1130,Sai Chopra,Sales,Project Management,2025-10-26,2025-12-04,2025-11-02,Completed,7.0,False,2025-10,39,True
1185,Aarav Saxena,HR,Workplace Safety,2025-12-23,2026-01-23,2025-12-27,Completed,4.0,False,2025-12,31,True
1316,Diya Kumar,Finance,Anti-Harassment Training,2025-06-30,2025-07-10,2025-07-03,Completed,3.0,False,2025-06,10,True
1084,Anjali Patel,IT,Leadership Fundamentals,2025-07-07,2025-07-25,2025-07-13,Completed,6.0,False,2025-07,18,True
1043,Neha Bhat,IT,Communication Skills,2025-12-06,2026-01-05,2025-12-09,Completed,3.0,False,2025-12,30,True
1308,Neha Saxena,HR,SQL Fundamentals,2025-08-09,2025-08-27,2025-08-16,Completed,7.0,False,2025-08,18,True
1031,Harish Kulkarni,Finance,SQL Fundamentals,2025-05-06,2025-05-23,,Pending,,True,2025-05,17,False
1078,Nitin Deshpande,IT,Excel for Business,2025-12-07,2025-12-26,2025-12-18,Completed,11.0,False,2025-12,19,True
1322,Sneha Gupta,Finance,Data Security Awareness,2025-10-01,2025-10-30,2025-10-08,Completed,7.0,False,2025-10,29,True
1298,Sara Ghosh,IT,Communication Skills,2025-10-05,2025-11-10,2025-10-14,Completed,9.0,False,2025-10,36,True
1073,Lakshmi Verma,IT,SQL Fundamentals,2025-08-14,2025-09-16,2025-08-26,Completed,12.0,False,2025-08,33,True
1155,Sneha Pillai,Marketing,Workplace Safety,2025-09-02,2025-09-14,,Pending,,True,2025-09,12,False
1167,Arjun Chopra,HR,Customer Service Excellence,2025-05-19,2025-06-04,2025-05-26,Completed,7.0,False,2025-05,16,True
1041,Arun Chopra,IT,Customer Service Excellence,2025-10-14,2025-11-02,2025-10-21,Completed,7.0,False,2025-10,19,True
1306,Kavya Banerjee,Marketing,Excel for Business,2026-01-16,2026-02-22,,Pending,,True,2026-01,37,False
1196,Aditya Deshpande,HR,Customer Service Excellence,2026-01-10,2026-02-05,2026-01-13,Pending,,True,2026-01,26,False
1202,Swati Iyer,IT,SQL Fundamentals,2025-09-30,2025-11-07,2025-10-13,Completed,13.0,False,2025-09,38,True
1143,Vihaan Kumar,Sales,Communication Skills,2025-05-23,2025-06-11,,Pending,,True,2025-05,19,False
1182,Sneha Kumar,IT,Customer Service Excellence,2025-10-22,2025-11-20,2025-10-29,Completed,7.0,False,2025-10,29,True
1071,Harish Saxena,Operations,Anti-Harassment Training,2025-12-29,2026-01-26,2025-12-30,Completed,1.0,False,2025-12,28,True
1053,Ishaan Sinha,Marketing,Project Management,2025-09-08,2025-10-14,,Pending,,True,2025-09,36,False
1104,Shruti Kumar,Sales,Project Management,2025-10-07,2025-11-08,,Pending,,True,2025-10,32,False
1048,Rahul Sen,Sales,Communication Skills,2025-09-12,2025-10-15,2025-09-17,Completed,5.0,False,2025-09,33,True
1053,Ishaan Sinha,Marketing,Customer Service Excellence,2025-07-18,2025-08-12,,Pending,,True,2025-07,25,False
1028,Manish Das,Sales,Python Basics,2025-10-01,2025-11-05,2025-10-14,Completed,13.0,False,2025-10,35,True
1192,Varun Iyer,Operations,Communication Skills,2025-03-31,2025-05-07,2025-04-02,Completed,2.0,False,2025-03,37,True
1268,Tanya Nair,Finance,Python Basics,2026-01-30,2026-02-20,2026-02-13,Completed,14.0,False,2026-01,21,True
1195,Lakshmi Joshi,HR,Python Basics,2025-04-03,2025-05-03,,Pending,,True,2025-04,30,False
1180,Sara Sinha,IT,Excel for Business,2025-09-08,2025-09-25,,Pending,,True,2025-09,17,False
1027,Nitin Pandey,IT,Python Basics,2026-01-08,2026-02-14,2026-01-27,Completed,19.0,False,2026-01,37,True
1326,Pallavi Singh,Operations,SQL Fundamentals,2025-06-18,2025-07-08,2025-06-25,Completed,7.0,False,2025-06,20,True
1049,Kavya Singh,Sales,Project Management,2025-06-18,2025-07-11,2025-06-27,Completed,9.0,False,2025-06,23,True
1300,Tanya Mukherjee,IT,SQL Fundamentals,2025-08-05,2025-08-29,2025-08-18,Completed,13.0,False,2025-08,24,True
1033,Reyansh Mukherjee,IT,Python Basics,2025-05-17,2025-06-25,2025-05-29,Completed,12.0,False,2025-05,39,True
1207,Mohan Chopra,IT,Excel for Business,2025-05-09,2025-06-18,2025-05-20,Completed,11.0,False,2025-05,40,True
1113,Reyansh Nair,Marketing,Leadership Fundamentals,2025-06-27,2025-07-27,,Pending,,True,2025-06,30,False
1256,Sai Chopra,Sales,SQL Fundamentals,2025-05-18,2025-06-23,,Pending,,True,2025-05,36,False
1247,Pooja Kulkarni,Sales,Data Security Awareness,2026-01-20,2026-02-13,2026-01-26,Completed,6.0,False,2026-01,24,True
1187,Nitin Sinha,Operations,Data Security Awareness,2025-09-18,2025-10-11,,Pending,,True,2025-09,23,False
1043,Neha Bhat,IT,Communication Skills,2025-10-30,2025-11-16,,Pending,,True,2025-10,17,False
1171,Swati Sharma,Finance,Excel for Business,2026-02-02,2026-02-19,2026-02-10,Completed,8.0,False,2026-02,17,True
1258,Aadhya Das,Finance,Communication Skills,2025-04-27,2025-05-20,2025-04-29,Completed,2.0,False,2025-04,23,True
1141,Vihaan Kumar,Marketing,Project Management,2026-01-01,2026-02-07,2026-01-09,Completed,8.0,False,2026-01,37,True
1047,Aadhya Reddy,HR,Customer Service Excellence,2025-07-22,2025-08-08,2025-07-30,Completed,8.0,False,2025-07,17,True
1003,Priya Mishra,Operations,Communication Skills,2025-11-14,2025-12-17,2025-11-20,Completed,6.0,False,2025-11,33,True
1210,Neha Reddy,IT,Workplace Safety,2025-07-22,2025-08-14,2025-07-25,Completed,3.0,False,2025-07,23,True
1244,Nandini Mehta,Sales,Communication Skills,2025-06-14,2025-07-02,2025-06-19,Completed,5.0,False,2025-06,18,True
1133,Sara Sen,IT,Leadership Fundamentals,2026-01-17,2026-02-24,2026-01-27,Completed,10.0,False,2026-01,38,True
1299,Neha Patel,Finance,Communication Skills,2025-08-12,2025-08-28,2025-08-15,Completed,3.0,False,2025-08,16,True
1340,Pooja Mukherjee,IT,Communication Skills,2025-06-05,2025-06-23,2025-06-09,Completed,4.0,False,2025-06,18,True
1284,Nitin Chopra,IT,Excel for Business,2025-12-05,2026-01-03,2025-12-15,Completed,10.0,False,2025-12,29,True
1085,Ayaan Pandey,HR,Excel for Business,2026-01-12,2026-02-17,,Pending,,True,2026-01,36,False
1116,Mohan Shah,IT,Customer Service Excellence,2025-08-04,2025-08-24,2025-08-13,Completed,9.0,False,2025-08,20,True
1030,Aditya Mishra,IT,Communication Skills,2025-09-12,2025-10-17,,Pending,,True,2025-09,35,False
1026,Divya Kulkarni,Operations,Workplace Safety,2025-05-27,2025-06-27,2025-06-02,Completed,6.0,False,2025-05,31,True
1110,Pranav Modi,IT,Project Management,2025-09-25,2025-10-20,2025-10-04,Completed,9.0,False,2025-09,25,True
1225,Gaurav Banerjee,HR,SQL Fundamentals,2025-04-12,2025-05-08,2025-04-22,Completed,10.0,False,2025-04,26,True
1102,Rekha Mishra,Finance,Project Management,2026-02-09,2026-03-14,2026-02-15,Completed,6.0,False,2026-02,33,True
1181,Rohit Trivedi,IT,Leadership Fundamentals,2025-04-22,2025-05-14,2025-04-29,Completed,7.0,False,2025-04,22,True
1215,Vivaan Das,Finance,Project Management,2025-06-18,2025-07-30,,Pending,,True,2025-06,42,False
1330,Vivaan Iyer,IT,Workplace Safety,2025-04-27,2025-05-14,,Pending,,True,2025-04,17,False
1296,Arun Shah,Sales,Anti-Harassment Training,2025-08-25,2025-09-03,2025-08-26,Completed,1.0,False,2025-08,9,True
1018,Tanya Saxena,Sales,Workplace Safety,2025-09-03,2025-09-27,2025-09-06,Completed,3.0,False,2025-09,24,True
1162,Aarav Shah,Finance,Project Management,2025-07-16,2025-08-27,2025-07-27,Completed,11.0,False,2025-07,42,True
1243,Sachin Mukherjee,Marketing,Excel for Business,2026-01-04,2026-02-06,,Pending,,True,2026-01,33,False
1148,Gaurav Singh,Sales,Customer Service Excellence,2025-12-03,2026-01-04,,Pending,,True,2025-12,32,False
1102,Rekha Mishra,Finance,Anti-Harassment Training,2025-04-09,2025-04-30,2025-04-12,Completed,3.0,False,2025-04,21,True
1166,Krishna Tiwari,Operations,Customer Service Excellence,2025-04-22,2025-05-13,2025-04-24,Completed,2.0,False,2025-04,21,True
1091,Krishna Modi,IT,Python Basics,2025-07-11,2025-08-23,2025-07-29,Completed,18.0,False,2025-07,43,True
1250,Sunita Desai,Operations,Data Security Awareness,2025-11-24,2025-12-26,,Pending,,True,2025-11,32,False
1213,Vikram Deshpande,Finance,Workplace Safety,2025-10-15,2025-11-15,2025-10-18,Completed,3.0,False,2025-10,31,True
1225,Gaurav Banerjee,HR,Project Management,2025-05-25,2025-06-13,2025-05-30,Completed,5.0,False,2025-05,19,True
1312,Swati Patel,IT,Communication Skills,2025-07-27,2025-08-22,2025-07-31,Completed,4.0,False,2025-07,26,True
1287,Priya Bhat,Sales,Workplace Safety,2025-09-08,2025-10-03,,Pending,,True,2025-09,25,False
1045,Nandini Malhotra,HR,Customer Service Excellence,2025-05-15,2025-06-02,2025-05-16,Completed,1.0,False,2025-05,18,True
1145,Rohit Verma,HR,Leadership Fundamentals,2026-01-12,2026-02-18,2026-01-19,Completed,7.0,False,2026-01,37,True
1213,Vikram Deshpande,Finance,Excel for Business,2025-12-27,2026-01-22,2026-01-06,Completed,10.0,False,2025-12,26,True
1167,Arjun Chopra,HR,Communication Skills,2025-06-19,2025-07-03,2025-06-26,Completed,7.0,False,2025-06,14,True
1046,Harish Kumar,Finance,Project Management,2025-09-28,2025-11-06,2025-10-09,Completed,11.0,False,2025-09,39,True
1094,Sara Das,Sales,Customer Service Excellence,2025-08-19,2025-09-02,,Pending,,True,2025-08,14,False
1290,Krishna Iyer,Finance,Communication Skills,2025-04-15,2025-05-16,,Pending,,True,2025-04,31,False
1176,Jyoti Iyer,IT,Excel for Business,2025-06-16,2025-07-13,,Pending,,True,2025-06,27,False
1043,Neha Bhat,IT,Anti-Harassment Training,2025-05-14,2025-06-15,2025-05-16,Completed,2.0,False,2025-05,32,True
1244,Nandini Mehta,Sales,SQL Fundamentals,2026-02-14,2026-03-24,2026-02-22,Completed,8.0,False,2026-02,38,True
1225,Gaurav Banerjee,HR,Excel for Business,2026-01-18,2026-02-08,2026-01-25,Completed,7.0,False,2026-01,21,True
1253,Jyoti Verma,Operations,Python Basics,2026-02-03,2026-03-06,2026-02-17,Completed,14.0,False,2026-02,31,True
1249,Rekha Malhotra,Marketing,Anti-Harassment Training,2025-07-14,2025-08-12,2025-07-17,Completed,3.0,False,2025-07,29,True
1147,Diya Singh,Finance,Customer Service Excellence,2025-07-12,2025-07-29,2025-07-14,Completed,2.0,False,2025-07,17,True
1337,Harish Verma,Operations,Customer Service Excellence,2025-06-08,2025-07-04,,Pending,,True,2025-06,26,False
1193,Arun Reddy,Marketing,Anti-Harassment Training,2026-01-14,2026-01-28,2026-01-19,Completed,5.0,False,2026-01,14,True
1088,Manish Gupta,Finance,Customer Service Excellence,2025-12-28,2026-02-02,2026-01-02,Completed,5.0,False,2025-12,36,True
1184,Kavya Reddy,Operations,Project Management,2025-06-13,2025-07-25,2025-06-26,Completed,13.0,False,2025-06,42,True
1190,Divya Sharma,IT,Project Management,2025-10-28,2025-11-29,2025-11-11,Completed,14.0,False,2025-10,32,True
1061,Ayaan Iyer,Sales,Python Basics,2025-06-16,2025-07-13,2025-06-24,Completed,8.0,False,2025-06,27,True
1245,Swati Deshpande,IT,Anti-Harassment Training,2025-04-13,2025-05-11,2025-04-18,Completed,5.0,False,2025-04,28,True
1336,Ananya Rao,IT,SQL Fundamentals,2026-01-15,2026-02-20,2026-01-24,Completed,9.0,False,2026-01,36,True
1337,Harish Verma,Operations,Excel for Business,2025-07-27,2025-09-03,2025-07-31,Completed,4.0,False,2025-07,38,True
1309,Sachin Sen,Operations,Workplace Safety,2025-11-30,2025-12-14,2025-12-01,Completed,1.0,False,2025-11,14,True
1077,Rohit Nair,IT,SQL Fundamentals,2025-11-26,2026-01-04,,Pending,,True,2025-11,39,False
1046,Harish Kumar,Finance,Anti-Harassment Training,2025-10-15,2025-11-08,2025-10-18,Completed,3.0,False,2025-10,24,True
1214,Aadhya Mishra,IT,Anti-Harassment Training,2025-07-07,2025-07-23,2025-07-10,Completed,3.0,False,2025-07,16,True
1054,Krishna Chopra,Operations,Data Security Awareness,2025-08-16,2025-09-10,2025-08-22,Completed,6.0,False,2025-08,25,True
1316,Diya Kumar,Finance,Excel for Business,2025-07-13,2025-08-01,2025-07-24,Completed,11.0,False,2025-07,19,True
1272,Vihaan Chopra,Operations,Leadership Fundamentals,2026-02-09,2026-03-11,,Pending,,True,2026-02,30,False
1320,Amit Mukherjee,HR,Leadership Fundamentals,2025-08-04,2025-09-01,2025-08-11,Completed,7.0,False,2025-08,28,True
1150,Deepak Rao,HR,Data Security Awareness,2026-02-05,2026-03-12,,Pending,,True,2026-02,35,False
1310,Pranav Verma,HR,Project Management,2025-10-18,2025-11-25,,Pending,,True,2025-10,38,False
1201,Vikram Ghosh,Finance,SQL Fundamentals,2026-01-29,2026-03-04,2026-02-05,Completed,7.0,False,2026-01,34,True
1009,Aadhya Patel,Finance,Data Security Awareness,2025-12-22,2026-01-06,2025-12-28,Completed,6.0,False,2025-12,15,True
1247,Pooja Kulkarni,Sales,Data Security Awareness,2025-08-03,2025-08-31,2025-08-10,Completed,7.0,False,2025-08,28,True
1209,Varun Nair,IT,Data Security Awareness,2026-01-10,2026-02-03,2026-01-17,Completed,7.0,False,2026-01,24,True
1332,Kiran Rao,Operations,Data Security Awareness,2025-07-06,2025-07-27,2025-07-14,Completed,8.0,False,2025-07,21,True
1003,Priya Mishra,Operations,Python Basics,2025-08-24,2025-09-28,2025-09-07,Completed,14.0,False,2025-08,35,True
1304,Mohan Mishra,Finance,Python Basics,2026-02-07,2026-03-01,,Pending,,True,2026-02,22,False
1216,Deepak Saxena,IT,Anti-Harassment Training,2025-11-23,2025-12-22,2025-11-24,Completed,1.0,False,2025-11,29,True
1294,Arjun Ghosh,HR,Customer Service Excellence,2025-05-27,2025-06-14,2025-06-05,Completed,9.0,False,2025-05,18,True
1246,Deepak Sharma,Marketing,Customer Service Excellence,2025-06-08,2025-07-03,2025-06-16,Completed,8.0,False,2025-06,25,True
1056,Jyoti Banerjee,Marketing,Leadership Fundamentals,2025-04-12,2025-05-02,2025-04-22,Completed,10.0,False,2025-04,20,True
1147,Diya Singh,Finance,Excel for Business,2025-11-18,2025-12-07,2025-12-05,Completed,17.0,False,2025-11,19,True
1035,Nitin Pandey,Marketing,Anti-Harassment Training,2025-06-02,2025-06-13,2025-06-03,Completed,1.0,False,2025-06,11,True
1059,Krishna Trivedi,IT,Leadership Fundamentals,2026-02-18,2026-03-16,2026-02-25,Completed,7.0,False,2026-02,26,True
1293,Shruti Pillai,Operations,Communication Skills,2025-12-17,2026-01-19,,Pending,,True,2025-12,33,False
1162,Aarav Shah,IT,Communication Skills,2026-01-06,2026-02-01,2026-01-13,Completed,7.0,False,2026-01,26,True
1297,Mohan Kumar,Operations,Anti-Harassment Training,2025-09-18,2025-10-15,,Pending,,True,2025-09,27,False
1315,Krishna Shah,Operations,Anti-Harassment Training,2025-06-22,2025-07-05,2025-06-23,Completed,1.0,False,2025-06,13,True
1021,Vikram Tiwari,Finance,Data Security Awareness,2025-10-31,2025-11-21,2025-11-02,Completed,2.0,False,2025-10,21,True
1163,Swati Nair,Finance,Leadership Fundamentals,2025-08-25,2025-09-29,2025-09-01,Completed,7.0,False,2025-08,35,True
1089,Sai Trivedi,Operations,Anti-Harassment Training,2025-07-12,2025-07-21,2025-07-13,Completed,1.0,False,2025-07,9,True
1010,Divya Das,Finance,Python Basics,2025-04-06,2025-05-11,2025-04-19,Completed,13.0,False,2025-04,35,True
1141,Vihaan Kumar,Marketing,Leadership Fundamentals,2026-01-03,2026-01-18,2026-01-12,Completed,9.0,False,2026-01,15,True
1294,Arjun Ghosh,HR,Leadership Fundamentals,2025-07-30,2025-08-20,2025-08-07,Completed,8.0,False,2025-07,21,True
1135,Neha Sharma,Marketing,Leadership Fundamentals,2025-11-18,2025-12-16,2025-11-26,Completed,8.0,False,2025-11,28,True
1288,Amit Malhotra,Sales,SQL Fundamentals,2026-02-01,2026-02-18,2026-02-05,Completed,4.0,False,2026-02,17,True
1068,Divya Sharma,Operations,Customer Service Excellence,2025-08-20,2025-09-21,,Pending,,True,2025-08,32,False
1234,Swati Malhotra,Sales,Excel for Business,2025-04-25,2025-05-17,2025-04-28,Completed,3.0,False,2025-04,22,True
1177,Kavya Kulkarni,Finance,Project Management,2025-04-18,2025-05-11,,Pending,,True,2025-04,23,False
1179,Shruti Saxena,Marketing,SQL Fundamentals,2026-02-02,2026-02-28,2026-02-13,Completed,11.0,False,2026-02,26,True
1118,Nandini Nair,IT,Workplace Safety,2025-04-25,2025-05-08,2025-04-26,Completed,1.0,False,2025-04,13,True
1083,Gaurav Malhotra,HR,Anti-Harassment Training,2025-06-21,2025-07-21,2025-06-22,Completed,1.0,False,2025-06,30,True
1037,Vikram Pillai,HR,SQL Fundamentals,2026-01-18,2026-02-21,2026-01-26,Completed,8.0,False,2026-01,34,True
1200,Sachin Nair,Operations,Leadership Fundamentals,2026-01-21,2026-02-16,,Pending,,True,2026-01,26,False
1149,Nandini Chopra,IT,Workplace Safety,2025-08-31,2025-09-20,2025-09-02,Completed,2.0,False,2025-08,20,True
1308,Neha Saxena,HR,Communication Skills,2025-05-04,2025-05-31,,Pending,,True,2025-05,27,False
1175,Ayaan Nair,Finance,Workplace Safety,2025-08-27,2025-09-21,2025-09-04,Completed,8.0,False,2025-08,25,True
1010,Divya Das,Finance,Python Basics,2025-09-15,2025-10-22,2025-09-28,Completed,13.0,False,2025-09,37,True
1273,Ayaan Shah,Operations,Excel for Business,2025-07-16,2025-08-21,2025-07-30,Pending,,True,2025-07,36,False
1180,Sara Sinha,IT,SQL Fundamentals,2026-02-16,2026-03-21,,Pending,,True,2026-02,33,False
1232,Suresh Banerjee,IT,Leadership Fundamentals,2026-02-03,2026-03-12,2026-02-08,Completed,5.0,False,2026-02,37,True
1052,Deepak Shah,Operations,SQL Fundamentals,2025-09-09,2025-10-04,2025-09-14,Completed,5.0,False,2025-09,25,True
1224,Aditya Nair,HR,SQL Fundamentals,2025-09-28,2025-10-19,2025-10-05,Completed,7.0,False,2025-09,21,True
1111,Priya Modi,HR,Leadership Fundamentals,2025-12-22,2026-01-29,2025-12-25,Completed,3.0,False,2025-12,38,True
1120,Pranav Saxena,Sales,Leadership Fundamentals,2025-07-01,2025-08-04,2025-07-07,Completed,6.0,False,2025-07,34,True
1207,Mohan Chopra,IT,Python Basics,2025-07-08,2025-07-29,2025-07-17,Completed,9.0,False,2025-07,21,True
1027,Nitin Pandey,IT,Leadership Fundamentals,2026-02-14,2026-03-04,,Pending,,True,2026-02,18,False
1145,Rohit Verma,HR,Excel for Business,2026-02-09,2026-03-11,2026-02-14,Completed,5.0,False,2026-02,30,True
1100,Amit Patel,IT,Project Management,2025-09-26,2025-11-01,,Pending,,True,2025-09,36,False
1298,Sara Ghosh,IT,Excel for Business,2025-04-05,2025-05-12,2025-04-15,Completed,10.0,False,2025-04,37,True
1326,Pallavi Singh,Operations,Python Basics,2025-08-08,2025-08-31,2025-08-23,Completed,15.0,False,2025-08,23,True
1043,Neha Bhat,IT,Customer Service Excellence,2026-01-06,2026-01-29,,Pending,,True,2026-01,23,False
1018,Tanya Saxena,Sales,Workplace Safety,2025-09-17,2025-10-07,2025-09-19,Completed,2.0,False,2025-09,20,True
1099,Aadhya Singh,IT,SQL Fundamentals,2026-02-09,2026-02-26,,Pending,,True,2026-02,17,False
1132,Anjali Modi,IT,Excel for Business,2025-09-16,2025-10-13,,Pending,,True,2025-09,27,False
1136,Neha Sinha,HR,Leadership Fundamentals,2025-11-28,2025-12-14,2025-12-04,Completed,6.0,False,2025-11,16,True
1121,Reyansh Chopra,Operations,Leadership Fundamentals,2025-06-18,2025-07-23,2025-06-28,Completed,10.0,False,2025-06,35,True
1284,Nitin Chopra,IT,Customer Service Excellence,2025-09-18,2025-10-15,,Pending,,True,2025-09,27,False
1025,Neha Gupta,Sales,Communication Skills,2025-04-28,2025-05-28,2025-05-08,Completed,10.0,False,2025-04,30,True
1265,Anjali Sen,Operations,Project Management,2026-01-09,2026-02-14,2026-01-19,Completed,10.0,False,2026-01,36,True
1029,Shruti Singh,Finance,SQL Fundamentals,2025-09-16,2025-10-14,2025-09-27,Completed,11.0,False,2025-09,28,True
1030,Aditya Mishra,IT,Anti-Harassment Training,2025-08-21,2025-08-30,2025-08-22,Completed,1.0,False,2025-08,9,True
1016,Amit Bhat,IT,Communication Skills,2026-02-14,2026-03-17,,Pending,,True,2026-02,31,False
1101,Rekha Mishra,IT,SQL Fundamentals,2026-02-04,2026-03-05,2026-02-14,Completed,10.0,False,2026-02,29,True
1167,Arjun Chopra,HR,Workplace Safety,2025-09-04,2025-10-06,,Pending,,True,2025-09,32,False
1081,Tanya Verma,Operations,Data Security Awareness,2025-08-17,2025-09-11,2025-08-18,Completed,1.0,False,2025-08,25,True
1127,Arjun Desai,Operations,Excel for Business,2025-10-07,2025-11-07,,Pending,,True,2025-10,31,False
1266,Priya Iyer,Operations,Python Basics,2025-07-19,2025-08-25,2025-07-30,Completed,11.0,False,2025-07,37,True
1075,Pranav Sinha,Finance,Workplace Safety,2025-10-08,2025-10-19,2025-10-11,Completed,3.0,False,2025-10,11,True
1343,Reyansh Deshpande,IT,Workplace Safety,2025-11-13,2025-12-09,2025-11-14,Completed,1.0,False,2025-11,26,True
1205,Vivaan Mehta,Finance,Leadership Fundamentals,2025-12-12,2025-12-31,2025-12-15,Completed,3.0,False,2025-12,19,True
1272,Vihaan Chopra,Operations,Leadership Fundamentals,2025-12-24,2026-01-17,,Pending,,True,2025-12,24,False
1160,Sunita Malhotra,Operations,Anti-Harassment Training,2025-05-20,2025-06-14,2025-05-21,Completed,1.0,False,2025-05,25,True
1226,Vikram Malhotra,IT,Anti-Harassment Training,2025-07-14,2025-08-15,2025-07-20,Completed,6.0,False,2025-07,32,True
1166,Krishna Tiwari,Operations,Communication Skills,2025-12-23,2026-01-09,2025-12-29,Completed,6.0,False,2025-12,17,True
1194,Suresh Iyer,Finance,Data Security Awareness,2026-01-29,2026-02-12,2026-02-03,Completed,5.0,False,2026-01,14,True
1111,Priya Modi,IT,Data Security Awareness,2025-05-22,2025-06-19,2025-05-29,Completed,7.0,False,2025-05,28,True
1116,Mohan Shah,Operations,Python Basics,2025-04-11,2025-05-20,,Pending,,True,2025-04,39,False
1321,Kavya Ghosh,Sales,Excel for Business,2025-09-11,2025-10-04,2025-09-20,Completed,9.0,False,2025-09,23,True
1085,Ayaan Pandey,HR,Python Basics,2025-12-28,2026-01-28,2026-01-11,Completed,14.0,False,2025-12,31,True
1118,Nandini Nair,IT,Workplace Safety,2025-08-17,2025-08-31,2025-08-20,Completed,3.0,False,2025-08,14,True
1222,Sneha Mehta,Sales,Workplace Safety,2025-04-07,2025-05-06,2025-04-09,Completed,2.0,False,2025-04,29,True
1275,Sachin Malhotra,Sales,Workplace Safety,2025-07-14,2025-08-10,2025-07-22,Completed,8.0,False,2025-07,27,True
1144,Rekha Modi,HR,Project Management,2025-08-16,2025-09-08,,Pending,,True,2025-08,23,False
1038,Sachin Bhat,IT,Python Basics,2026-01-18,2026-02-15,2026-01-26,Completed,8.0,False,2026-01,28,True
1225,Gaurav Banerjee,HR,Python Basics,2026-02-07,2026-03-10,2026-02-22,Completed,15.0,False,2026-02,31,True
1333,Manish Pillai,IT,Data Security Awareness,2025-06-05,2025-06-17,2025-06-10,Completed,5.0,False,2025-06,12,True
1225,Gaurav Banerjee,HR,Data Security Awareness,2025-05-24,2025-06-17,2025-05-31,Completed,7.0,False,2025-05,24,True
1093,Sneha Banerjee,Operations,Communication Skills,2025-10-17,2025-11-05,,Pending,,True,2025-10,19,False
1099,Aadhya Singh,IT,SQL Fundamentals,2026-02-16,2026-03-27,2026-02-25,Completed,9.0,False,2026-02,39,True
1146,Vihaan Gupta,IT,SQL Fundamentals,2025-09-29,2025-10-25,2025-10-05,Completed,6.0,False,2025-09,26,True
1247,Pooja Kulkarni,Sales,Excel for Business,2025-12-29,2026-01-17,,Pending,,True,2025-12,19,False
1261,Kiran Singh,Finance,Leadership Fundamentals,2026-01-15,2026-02-03,2026-01-25,Completed,10.0,False,2026-01,19,True
1092,Divya Verma,Finance,Leadership Fundamentals,2025-05-19,2025-06-17,2025-05-26,Completed,7.0,False,2025-05,29,True
1020,Neha Nair,HR,Leadership Fundamentals,2025-11-26,2025-12-18,,Pending,,True,2025-11,22,False
1034,Kavya Shah,Marketing,Anti-Harassment Training,2026-02-09,2026-02-26,,Pending,,True,2026-02,17,False
1303,Tanya Mukherjee,Sales,Communication Skills,2025-07-02,2025-08-07,,Pending,,True,2025-07,36,False
1064,Gaurav Singh,HR,Project Management,2025-09-13,2025-10-16,2025-09-23,Completed,10.0,False,2025-09,33,True
1308,Neha Saxena,HR,Workplace Safety,2025-11-29,2025-12-12,2025-12-05,Completed,6.0,False,2025-11,13,True
1228,Neha Das,Sales,Leadership Fundamentals,2025-06-26,2025-07-20,,Pending,,True,2025-06,24,False
1245,Swati Deshpande,IT,SQL Fundamentals,2026-01-19,2026-02-09,2026-02-04,Completed,16.0,False,2026-01,21,True
1006,Rekha Banerjee,IT,Communication Skills,2025-05-24,2025-06-17,2025-06-05,Completed,12.0,False,2025-05,24,True
1169,Ananya Desai,IT,Workplace Safety,2025-09-01,2025-09-28,2025-09-03,Completed,2.0,False,2025-09,27,True
1316,Diya Kumar,Finance,SQL Fundamentals,2025-10-28,2025-11-21,2025-11-07,Completed,10.0,False,2025-10,24,True
1125,Diya Bhat,IT,Customer Service Excellence,2025-06-20,2025-07-18,2025-06-30,Completed,10.0,False,2025-06,28,True
1067,Meera Sinha,IT,Project Management,2025-07-15,2025-08-25,2025-07-26,Completed,11.0,False,2025-07,41,True
1261,Kiran Singh,Finance,Communication Skills,2026-01-15,2026-02-08,2026-01-22,Completed,7.0,False,2026-01,24,True
